Gender,Height,Weight
Male,69.30608824,210.4636875
Male,65.70471542,170.1005633
Male,67.80399101,173.4598918
Male,69.21614731,184.9366903
Male,68.01500601,194.2869459
Male,61.92694894,149.1496848
Male,67.26636272,192.4707696
Male,67.67682185,179.750808
Male,69.97090362,202.863293
Male,65.31346154,163.3573315
Male,71.90600544,217.0277146
Male,66.23390404,183.1612325
Male,65.81494282,166.5836105
Male,72.84494786,205.2508892
Male,70.94944345,189.7030888
Male,71.34380763,218.5863364
Male,71.05566416,203.139433
Male,61.92554729,139.9050703
Male,68.76245756,196.2938059
Male,67.58394143,179.9370112
Male,67.36169467,164.1459224
Male,65.87915656,168.1748644
Male,68.69476215,189.7425419
Male,69.53486155,195.1703915
Male,66.63469083,190.4679588
Male,69.80990157,204.4265983
Male,68.67987369,196.1516228
Male,71.61517875,209.6707739
Male,69.68979533,190.9334005
Male,70.90108637,197.9448324
Male,68.00581399,186.7803378
Male,70.61574398,188.6638321
Male,71.57119416,176.3766428
Male,73.01286326,209.3294834
Male,60.74811787,136.1678657
Male,69.08211963,190.9351825
Male,69.33873763,191.4456543
Male,67.75713771,184.9382299
Male,76.02708186,232.313471
Male,72.22761616,201.778854
Male,68.92104135,188.3288071
Male,65.33492768,174.6556973
Male,65.93240345,183.9433388
Male,70.46668931,187.517442
Male,73.18104362,213.8474529
Male,68.55087969,175.2195188
Male,68.52940825,169.5448054
Male,63.59645542,144.5919224
Male,67.14424123,175.6791902
Male,70.81637062,197.1984016
Male,73.53028481,222.9259167
Male,66.14106892,165.4045453
Male,67.90684975,170.4172312
Male,71.43337582,216.6339997
Male,67.1126798,173.7075042
Male,73.28391797,217.8960397
Male,63.67258315,161.0131458
Male,69.2253203,193.7563258
Male,69.67012402,177.1191607
Male,70.48544817,204.8274497
Male,69.00467787,176.7318925
Male,68.45789401,192.7618857
Male,66.02473378,166.9610205
Male,69.31816913,186.7379955
Male,69.07774056,188.5061787
Male,73.56227037,208.3614918
Male,66.08768889,161.4958143
Male,73.52598433,214.9664592
Male,69.67906022,205.1334355
Male,66.67678112,183.1973068
Male,72.96166547,208.8950443
Male,68.24687214,207.9255765
Male,71.95662589,210.6638278
Male,71.05863335,204.2728377
Male,66.97694995,195.1987301
Male,68.47800208,190.6860225
Male,71.28444139,199.6353266
Male,64.98045629,166.8215473
Male,66.76188387,178.797509
Male,68.76616172,185.7721575
Male,68.99254357,193.7549909
Male,71.2951946,228.8005161
Male,69.0494784,192.3497017
Male,66.54148202,175.9834911
Male,68.51552345,176.1412392
Male,67.45971531,177.4825249
Male,71.35738241,201.7607769
Male,68.59040604,176.8430799
Male,69.73608671,185.5242604
Male,69.83385707,188.041029
Male,72.41058576,189.3844383
Male,65.43459687,166.096744
Male,66.26765677,170.2501787
Male,69.97430087,212.804259
Male,71.20919422,196.1455062
Male,69.93740019,202.2790697
Male,71.38602219,201.3320069
Male,64.58878167,158.4540944
Male,68.79298442,174.4894863
Male,68.44574673,183.7833827
Male,69.20157812,188.1035061
Male,69.42601731,176.1934298
Male,69.6062252,194.2007119
Male,72.88170697,194.1995089
Male,62.17833122,145.8988424
Male,68.87470662,191.8337092
Male,71.08008356,209.8535536
Male,72.18253412,201.2614644
